#TYPE Selected.VMware.VimAutomation.ViCore.Impl.V1.Host.Networking.Nic.PhysicalNicImpl
"EsxName","PnicName","PnicMacAddress","Link","SpeedMb","vSwitch","DProtocol","SwitchName","SwitchPort","SwitchAddress","SwitchId","PnicModel","PnicDriver","PciSlot"
"uk1upukqesx05.pearsontc.com","vmnic3","b8:3f:d2:18:aa:5b","Up","25000","UK1-NUTX-ESX-PQS-PROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/12:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1udukqesx01.pearsontc.com","vmnic0","b8:3f:d2:18:a9:6a","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/13:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1udukqesx01.pearsontc.com","vmnic1","b8:3f:d2:18:a9:6b","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/13:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1udukqesx01.pearsontc.com","vmnic2","b8:3f:d2:18:a9:9a","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/13:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1udukqesx01.pearsontc.com","vmnic3","b8:3f:d2:18:a9:9b","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/13:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1udukqesx03.pearsontc.com","vmnic0","b8:3f:d2:18:a9:7e","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/14:0","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1udukqesx03.pearsontc.com","vmnic1","b8:3f:d2:18:a9:7f","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/14:0","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1udukqesx03.pearsontc.com","vmnic2","b8:3f:d2:18:a9:72","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/14:1","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1udukqesx03.pearsontc.com","vmnic3","b8:3f:d2:18:a9:73","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/14:1","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
"uk1udukqesx02.pearsontc.com","vmnic0","b8:3f:d2:18:a9:92","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/13:2","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.0"
"uk1udukqesx02.pearsontc.com","vmnic1","b8:3f:d2:18:a9:93","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/13:2","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:42:00.1"
"uk1udukqesx02.pearsontc.com","vmnic2","b8:3f:d2:18:a9:66","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-VM-VDS","LLDP","LHR1-B700228TOR005A","et-0/0/13:3","10.38.4.94","58:e4:34:76:53:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.0"
"uk1udukqesx02.pearsontc.com","vmnic3","b8:3f:d2:18:a9:67","Up","25000","UK1-NUTX-ESX-PQS-NONPROD01-MGT-VDS","LLDP","LHR1-B700228TOR005B","et-0/0/13:3","10.38.4.95","58:e4:34:76:67:0b","Mellanox Technologies MT27710 Family [ConnectX-4 Lx]","nmlx5_core","0000:1f:00.1"
