#TYPE System.Management.Automation.PSCustomObject
"Name","Type","BluePath","GuestOS","IP","Path"
"uk1upaxisdb04","VirtualMachine","/UK1 DC/P&DS/Axis Utility Dashboard/uk1upaxisdb04","Ubuntu Linux (64-bit)","10.162.53.189","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upaxisdb04"
"uk1wplpeapp002","VirtualMachine","/UK1 DC/P&DS/Liang - Live Example, CPP, Python/uk1wplpeapp002","Microsoft Windows Server 2012 (64-bit)","10.32.198.229","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wplpeapp002"
"lo3upgmpxmpx06","VirtualMachine","/UK1 DC/DT/Monza/lo3upgmpxmpx06","Oracle Linux 8 (64-bit)","10.162.70.132","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upgmpxmpx06"
"NTNX-EWAA018075-A-CVM","VirtualMachine","/UK1 DC/NTNX-EWAA018075-A-CVM","CentOS 7 (64-bit)","172.20.41.54","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/NTNX-EWAA018075-A-CVM"
"lo1upmrlyapp01","VirtualMachine","/UK1 DC/DT/Ironport/lo1upmrlyapp01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upmrlyapp01"
"lo3wpgsexapp02","VirtualMachine","/UK1 DC/DT/ServiceNow/lo3wpgsexapp02","Microsoft Windows Server 2016 (64-bit)","10.162.71.7","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpgsexapp02"
"uk1wpsfpxweb007","VirtualMachine","/UK1 DC/StoreFront/uk1wpsfpxweb007","Microsoft Windows Server 2012 (64-bit)","10.32.198.125","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpsfpxweb007"
"LO1WPEDIADC002","VirtualMachine","/UK1 DC/Unknown/LO1WPEDIADC002","Microsoft Windows Server 2008 R2 (64-bit)","10.162.55.102","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO1WPEDIADC002"
"uk1uphssmweb01","VirtualMachine","/UK1 DC/P&DS/HSS Media/uk1uphssmweb01","CentOS 7 (64-bit)","10.32.198.185","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1uphssmweb01"
"uk-lo1sv-prm0000-01","VirtualMachine","/UK1 DC/Unknown/uk-lo1sv-prm0000-01","Red Hat Enterprise Linux 5 (64-bit)","10.111.128.7","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk-lo1sv-prm0000-01"
"uk1upgldxweb02","VirtualMachine","/UK1 DC/P&DS/HEd General Ledger Accounting - gldata/uk1upgldxweb02","CentOS 7 (64-bit)","10.32.198.182","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upgldxweb02"
"lo1wpcoreftp02","VirtualMachine","/UK1 DC/DT/Serv-U SFTP/lo1wpcoreftp02","Microsoft Windows Server 2016 (64-bit)","10.162.41.157","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpcoreftp02"
"lo1upnctlapp001","VirtualMachine","/UK1 DC/Assessments/Emark UK/lo1upnctlapp001","CentOS 4/5/6 (64-bit)","10.162.41.146","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upnctlapp001"
"Xlo1ucsibpapp01-12-01-24-delete-SCTASK0052529","VirtualMachine","/UK1 DC/HED/Picasso/Xlo1ucsibpapp01-12-01-24-delete-SCTASK0052529",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo1ucsibpapp01-12-01-24-delete-SCTASK0052529"
"lo1utcgyweb003","VirtualMachine","/UK1 DC/DT/Math Result/lo1utcgyweb003","CentOS 4/5 (64-bit)","10.36.42.40","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1utcgyweb003"
"NTNX-EWAB005480-A-CVM","VirtualMachine","/UK1 DC/CVM/MT-Prod/NTNX-EWAB005480-A-CVM","CentOS 7 (64-bit)","172.20.41.30","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/NTNX-EWAB005480-A-CVM"
"lo3upmycddbs12","VirtualMachine","/UK1 DC/DT/myCloud APIs and Redirect Solution/lo3upmycddbs12","Oracle Linux 8 (64-bit)","10.162.78.55","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3upmycddbs12"
"uk1wprmspapp01","VirtualMachine","/UK1 DC/uk1wprmspapp01","Microsoft Windows Server 2019 (64-bit)","10.32.216.36","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wprmspapp01"
"uk1wprmspapp02","VirtualMachine","/UK1 DC/uk1wprmspapp02","Microsoft Windows Server 2019 (64-bit)","10.32.216.37","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wprmspapp02"
"uk1updsagapp01","VirtualMachine","/UK1 DC/Discovered virtual machine/uk1updsagapp01","Amazon Linux 2 (64-bit)","10.32.212.35","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1updsagapp01"
"lo1upsplkapp02","VirtualMachine","/UK1 DC/DT/SO-GSAIR (Splunk)/lo1upsplkapp02","CentOS 7 (64-bit)","10.123.16.32","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upsplkapp02"
"lo1upfwvmapp03","VirtualMachine","/UK1 DC/Unknown/lo1upfwvmapp03","","10.111.128.254","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upfwvmapp03"
"uk1wpemsiapp01","VirtualMachine","/UK1 DC/uk1wpemsiapp01","Microsoft Windows Server 2019 (64-bit)","10.162.37.13","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpemsiapp01"
"lo1wpcoreapp07","VirtualMachine","/UK1 DC/DT/McAfee/lo1wpcoreapp07","Microsoft Windows Server 2016 (64-bit)","10.162.38.70","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpcoreapp07"
"lo1upmctapp01","VirtualMachine","/UK1 DC/DT/Network Management Utility/lo1upmctapp01","CentOS 4/5 (64-bit)","10.162.38.156","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upmctapp01"
"lo3wpexacdbs03","VirtualMachine","/UK1 DC/DT/CTO Core BAU/BNL SE Exact Globe/lo3wpexacdbs03","Microsoft Windows Server 2016 (64-bit)","10.162.81.218","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpexacdbs03"
"uk1wpcorewts01","VirtualMachine","/UK1 DC/uk1wpcorewts01","Microsoft Windows Server 2016 or later (64-bit)","10.162.38.29","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpcorewts01"
"uk1upmcudweb04","VirtualMachine","/UK1 DC/P&DS/Axis Utility Dashboard/uk1upmcudweb04","Ubuntu Linux (64-bit)","10.32.198.205","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upmcudweb04"
"lo3wppediweb02","VirtualMachine","/UK1 DC/DT/Oasis Lite e-Commerce/lo3wppediweb02","Microsoft Windows Server 2008 R2 (64-bit)","10.32.212.151","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wppediweb02"
"lo1wpadcsnds02","VirtualMachine","/UK1 DC/DT/PCH-PKI/lo1wpadcsnds02","Microsoft Windows Server 2012 (64-bit)","10.162.39.32","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1wpadcsnds02"
"lo1upragobi002_RST_23April2018","VirtualMachine","/UK1 DC/Unknown/lo1upragobi002_RST_23April2018","Red Hat Enterprise Linux 6 (64-bit)","10.32.196.213","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upragobi002_RST_23April2018"
"lo1ucnmatweb01","VirtualMachine","/UK1 DC/DT/Network Management Utility/lo1ucnmatweb01","CentOS 7 (64-bit)","10.162.36.61","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1ucnmatweb01"
"lo1upjmpapp001","VirtualMachine","/UK1 DC/DT/Network Management Utility/lo1upjmpapp001","CentOS 4/5/6 (64-bit)","10.111.128.34","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upjmpapp001"
"lo3wpexacapp01","VirtualMachine","/UK1 DC/Unknown/lo3wpexacapp01","Microsoft Windows Server 2008 R2 (64-bit)","10.162.70.10","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpexacapp01"
"lo3wpcontweb01","VirtualMachine","/UK1 DC/DT/Pearson Contracts/lo3wpcontweb01","Microsoft Windows Server 2008 R2 (64-bit)","10.32.221.156","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpcontweb01"
"Xlo1ucsibpweb03-12-01-24-delete-SCTASK0052529","VirtualMachine","/UK1 DC/HED/Picasso/Xlo1ucsibpweb03-12-01-24-delete-SCTASK0052529","Red Hat Enterprise Linux 6 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo1ucsibpweb03-12-01-24-delete-SCTASK0052529"
"sfpwm02c","VirtualMachine","/UK1 DC/StoreFront/sfpwm02c","Microsoft Windows Server 2012 (64-bit)","10.32.198.83","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/sfpwm02c"
"uk1wpconsdb001b_delete","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/uk1wpconsdb001b_delete",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1wpconsdb001b_delete"
"uk1upmdaxapp02","VirtualMachine","/UK1 DC/Learning Tools/MyDietAnalysis/uk1upmdaxapp02","CentOS 7 (64-bit)","10.32.198.236","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/uk1upmdaxapp02"
"Xlo1upsibpodb02-12-01-24-delete-SCTASK0052530","VirtualMachine","/UK1 DC/HED/Picasso/Xlo1upsibpodb02-12-01-24-delete-SCTASK0052530",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo1upsibpodb02-12-01-24-delete-SCTASK0052530"
"Xlo1upsibpapp01-12-01-24-delete-SCTASK0052529","VirtualMachine","/UK1 DC/HED/Picasso/Xlo1upsibpapp01-12-01-24-delete-SCTASK0052529","Red Hat Enterprise Linux 6 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/Xlo1upsibpapp01-12-01-24-delete-SCTASK0052529"
"LO3WPGENDB006","VirtualMachine","/UK1 DC/Assessments/PQS/Database Service/LO3WPGENDB006","Microsoft Windows Server 2008 R2 (64-bit)","10.162.77.110","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/LO3WPGENDB006"
"lo3wpadmpapp01","VirtualMachine","/UK1 DC/DT/AD Team/lo3wpadmpapp01","Microsoft Windows Server 2016 or later (64-bit)","10.32.208.37","/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo3wpadmpapp01"
"hbmwpcorfs008MG-test","VirtualMachine","/UK1 DC/Munich-VM's/hbmwpcorfs008MG-test",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/hbmwpcorfs008MG-test"
"lo1upilmpapp01","VirtualMachine","/UK1 DC/DT/Informatica ILM/lo1upilmpapp01",,,"/UK1 DC/UK1-NUTX-ESX-MT-PROD01/lo1upilmpapp01"
"uk1udiqsxapp01","VirtualMachine","/UK1 DC/uk1udiqsxapp01","Oracle Linux 8 (64-bit)","10.162.52.49","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/uk1udiqsxapp01"
"LO1WSEOLWEB001","VirtualMachine","/UK1 DC/LO1WSEOLWEB001","Microsoft Windows Server 2019 (64-bit)","10.36.40.11","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO1WSEOLWEB001"
"lo3wtpqsdat001","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsdat001","Microsoft Windows Server 2008 R2 (64-bit)","10.166.148.98","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsdat001"
"lo1usltgapp004","VirtualMachine","/UK1 DC/Assessments/PQS/Shingo/lo1usltgapp004","CentOS 4/5/6 (64-bit)","10.32.192.30","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo1usltgapp004"
"lo3wtpqsweb002","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsweb002","Microsoft Windows Server 2019 (64-bit)","10.36.50.26","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsweb002"
"XLO3WDQMAFWEB10-1-9-23-delete-SCTASK0022450","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/XLO3WDQMAFWEB10-1-9-23-delete-SCTASK0022450","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/XLO3WDQMAFWEB10-1-9-23-delete-SCTASK0022450"
"lo3wtpqsapp003","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsapp003","Microsoft Windows Server 2008 R2 (64-bit)","10.36.52.22","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsapp003"
"LO3WDQMAFWEB03","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/LO3WDQMAFWEB03","Microsoft Windows Server 2019 (64-bit)","10.166.148.236","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WDQMAFWEB03"
"Xlo3wdscnapp016-12-01-24-delete-SCTASK0049289","VirtualMachine","/UK1 DC/Assessments/PQS/E2S MMS/Xlo3wdscnapp016-12-01-24-delete-SCTASK0049289","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/Xlo3wdscnapp016-12-01-24-delete-SCTASK0049289"
"LO3WAQMAXUTL02","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/LO3WAQMAXUTL02","Microsoft Windows Server 2012 (64-bit)","10.166.144.86","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WAQMAXUTL02"
"lo3wspqsapp004","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wspqsapp004","Microsoft Windows Server 2008 R2 (64-bit)","10.36.52.24","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wspqsapp004"
"lo3wspqsapp003","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wspqsapp003","Microsoft Windows Server 2008 R2 (64-bit)","10.36.52.23","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wspqsapp003"
"Xlo3wdscnapp010-12-01-24-delete-SCTASK0049289","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWS/Xlo3wdscnapp010-12-01-24-delete-SCTASK0049289","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/Xlo3wdscnapp010-12-01-24-delete-SCTASK0049289"
"LO3WTES2DBS001","VirtualMachine","/UK1 DC/Assessments/PQS/NOVUS/LO3WTES2DBS001","Microsoft Windows Server 2008 R2 (64-bit)","10.166.150.79","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTES2DBS001"
"LO3WDQMAFWEB01","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/LO3WDQMAFWEB01","Microsoft Windows Server 2019 (64-bit)","10.166.148.225","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WDQMAFWEB01"
"lo3wdnovxweb01_vmtoolstesting","VirtualMachine","/UK1 DC/Unknown/Powered-Off VMs/lo3wdnovxweb01_vmtoolstesting","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdnovxweb01_vmtoolstesting"
"lo3wdpqsweb016","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wdpqsweb016","Microsoft Windows Server 2019 (64-bit)","10.166.148.92","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdpqsweb016"
"XLO3WDQMAFWEB07-1-9-23-delete-SCTASK0022450","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/XLO3WDQMAFWEB07-1-9-23-delete-SCTASK0022450","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/XLO3WDQMAFWEB07-1-9-23-delete-SCTASK0022450"
"LO3WTOP1DBS001","VirtualMachine","/UK1 DC/Assessments/PQS/Secure Print/LO3WTOP1DBS001","Microsoft Windows Server 2008 (64-bit)","10.166.150.82","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTOP1DBS001"
"lo3wtpqsxsdb01","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsxsdb01","Microsoft Windows Server 2016 (64-bit)","10.166.150.27","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsxsdb01"
"lo3wdscnsdb021","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWS/lo3wdscnsdb021","Microsoft Windows Server 2012 (64-bit)","10.166.150.116","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdscnsdb021"
"lo3wsaapsdb001","VirtualMachine","/UK1 DC/Assessments/PQS/AA Pensions/lo3wsaapsdb001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.73.49","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wsaapsdb001"
"LO3WCQBUUTL001","VirtualMachine","/UK1 DC/Assessments/PQS/POP-QB/LO3WCQBUUTL001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.70.30","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WCQBUUTL001"
"LO3WAQMAXFIL04","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/LO3WAQMAXFIL04","Microsoft Windows Server 2012 (64-bit)","10.166.144.83","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WAQMAXFIL04"
"lo3wsqmaddb001","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wsqmaddb001","Microsoft Windows Server 2012 (64-bit)","10.162.70.128","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wsqmaddb001"
"Xlo3wspqqbdbs02-12-01-24-delete-SCTASK0051109","VirtualMachine","/UK1 DC/Assessments/PQS/PQS 1.5/Xlo3wspqqbdbs02-12-01-24-delete-SCTASK0051109","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/Xlo3wspqqbdbs02-12-01-24-delete-SCTASK0051109"
"lo3wspqsweb003","VirtualMachine","/UK1 DC/lo3wspqsweb003","Microsoft Windows Server 2008 R2 (64-bit)","10.166.148.99","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wspqsweb003"
"LO3WTE2SWEB001B_old","VirtualMachine","/UK1 DC/Assessments/PQS/ePEN2UK/LO3WTE2SWEB001B_old","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTE2SWEB001B_old"
"lo3wdaapsdb001","VirtualMachine","/UK1 DC/Assessments/PQS/AA Pensions/lo3wdaapsdb001","Microsoft Windows Server 2008 R2 (64-bit)","10.162.73.58","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdaapsdb001"
"lo3waqmaxsdb03","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3waqmaxsdb03","Microsoft Windows Server 2016 or later (64-bit)","10.166.144.35","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3waqmaxsdb03"
"LO3WCQBUWEB001b","VirtualMachine","/UK1 DC/Assessments/PQS/POP-QB/LO3WCQBUWEB001b","Microsoft Windows Server 2019 (64-bit)","10.36.50.42","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WCQBUWEB001b"
"lo3wtpqsxsdb07","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsxsdb07","Microsoft Windows Server 2016 (64-bit)","10.166.150.22","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsxsdb07"
"lo3wsqmaxapp03","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wsqmaxapp03","Microsoft Windows Server 2012 (64-bit)","10.36.52.147","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wsqmaxapp03"
"Xlo3wtscnapp008-12-01-24-delete-SCTASK0049289","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWS/Xlo3wtscnapp008-12-01-24-delete-SCTASK0049289","Microsoft Windows Server 2008 R2 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/Xlo3wtscnapp008-12-01-24-delete-SCTASK0049289"
"XLO3WDQMAFWEB08-1-9-23-delete-SCTASK0022450","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/XLO3WDQMAFWEB08-1-9-23-delete-SCTASK0022450",,,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/XLO3WDQMAFWEB08-1-9-23-delete-SCTASK0022450"
"LO3WDCORDBS001","VirtualMachine","/UK1 DC/Assessments/PQS/CORE/LO3WDCORDBS001",,,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WDCORDBS001"
"NTNX-EWAA007669-A-CVM","VirtualMachine","/UK1 DC/CVM/NTNX-EWAA007669-A-CVM","CentOS 7 (64-bit)","172.20.42.158","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/NTNX-EWAA007669-A-CVM"
"lo3wdpqsweb015","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wdpqsweb015","Microsoft Windows Server 2008 R2 (64-bit)","10.166.148.91","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdpqsweb015"
"lo3wtpqsapp001","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsapp001","Microsoft Windows Server 2008 R2 (64-bit)","10.166.148.104","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsapp001"
"LO3WTEOLAPP001","VirtualMachine","/UK1 DC/Assessments/PQS/Edexcel Online/LO3WTEOLAPP001","Microsoft Windows Server 2019 (64-bit)","10.36.52.49","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTEOLAPP001"
"LO3WTSCNSDB004","VirtualMachine","/UK1 DC/Assessments/PQS/Special Considerations/LO3WTSCNSDB004","Microsoft Windows Server 2008 R2 (64-bit)","10.166.150.13","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTSCNSDB004"
"LO3WTE2SAPP006","VirtualMachine","/UK1 DC/Assessments/PQS/E2S DWSESIE/LO3WTE2SAPP006","Microsoft Windows Server 2019 (64-bit)","10.36.52.76","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTE2SAPP006"
"LO3WSA2CAPP001","VirtualMachine","/UK1 DC/Assessments/PQS/A2C/LO3WSA2CAPP001","Microsoft Windows Server 2008 R2 (64-bit)","10.36.50.41","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WSA2CAPP001"
"lo3wsqmaxapp04","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wsqmaxapp04","Microsoft Windows Server 2012 (64-bit)","10.36.52.148","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wsqmaxapp04"
"lo3wdomrksdb01","VirtualMachine","/UK1 DC/Assessments/PQS/OMR Keying/lo3wdomrksdb01","Microsoft Windows Server 2016 (64-bit)","10.162.70.107","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdomrksdb01"
"LO3WTE2SWEB001B","VirtualMachine","/UK1 DC/LO3WTE2SWEB001B","Microsoft Windows Server 2019 (64-bit)","10.36.52.45","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTE2SWEB001B"
"LO3WTSCNSDB006","VirtualMachine","/UK1 DC/Assessments/PQS/E2S ExamViewer/LO3WTSCNSDB006","Microsoft Windows Server 2008 R2 (64-bit)","10.166.150.15","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTSCNSDB006"
"lo3wtpqswweb01","VirtualMachine","/UK1 DC/Assessments/PQS/PQS 1.5/lo3wtpqswweb01","Microsoft Windows Server 2019 (64-bit)","10.166.146.32","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqswweb01"
"lo3wdiqsdapp10","VirtualMachine","/UK1 DC/Assessments/PQS/IQS/lo3wdiqsdapp10","Microsoft Windows Server 2012 (64-bit)","10.162.69.58","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdiqsdapp10"
"lo3wtpqsweb004","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsweb004","Microsoft Windows Server 2008 R2 (64-bit)","10.166.148.95","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsweb004"
"lo3wdiqsdapp09","VirtualMachine","/UK1 DC/Assessments/PQS/IQS/lo3wdiqsdapp09","Microsoft Windows Server 2012 (64-bit)","10.162.69.37","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdiqsdapp09"
"Xlo3wdqmafweb05-1-9-23-delete-SCTASK0022450","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/Xlo3wdqmafweb05-1-9-23-delete-SCTASK0022450","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/Xlo3wdqmafweb05-1-9-23-delete-SCTASK0022450"
"lo3wtpqsapp002","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/lo3wtpqsapp002","Microsoft Windows Server 2008 R2 (64-bit)","10.36.52.21","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtpqsapp002"
"LO3WTE2SAPI001A","VirtualMachine","/UK1 DC/Assessments/PQS/ePEN2UK/LO3WTE2SAPI001A","Microsoft Windows Server 2019 (64-bit)","10.36.52.78","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTE2SAPI001A"
"lo3wtc3app002","VirtualMachine","/UK1 DC/Assessments/PQS/PQS 1.5/lo3wtc3app002","Microsoft Windows Server 2019 (64-bit)","10.166.148.19","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wtc3app002"
"lo3wteolweb002","VirtualMachine","/UK1 DC/Assessments/PQS/Edexcel Online/lo3wteolweb002","Microsoft Windows Server 2016 or later (64-bit)","10.162.78.23","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wteolweb002"
"lo3uspscxapp01","VirtualMachine","/UK1 DC/Assessments/PQS/Contensis/lo3uspscxapp01","CentOS 7 (64-bit)","10.162.73.122","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3uspscxapp01"
"LO3WTE2SWEB001A","VirtualMachine","/UK1 DC/Assessments/PQS/ePEN2UK/LO3WTE2SWEB001A","Microsoft Windows Server 2019 (64-bit)","10.36.52.44","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/LO3WTE2SWEB001A"
"XLO3WDQMAFWEB04-1-9-23-delete-SCTASK0022450","VirtualMachine","/UK1 DC/Assessments/PQS/QMA/XLO3WDQMAFWEB04-1-9-23-delete-SCTASK0022450","Microsoft Windows Server 2012 (64-bit)",,"/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/XLO3WDQMAFWEB04-1-9-23-delete-SCTASK0022450"
"lo3wdeolsdbs05","VirtualMachine","/UK1 DC/Assessments/PQS/Edexcel Gateway/lo3wdeolsdbs05","Microsoft Windows Server 2016 (64-bit)","10.166.150.40","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdeolsdbs05"
"lo3wdomrkapp01","VirtualMachine","/UK1 DC/Assessments/PQS/OMR Keying/lo3wdomrkapp01","Microsoft Windows Server 2019 (64-bit)","10.32.209.21","/UK1 DC/UK1-NUTX-ESX-PQS-NONPROD01/lo3wdomrkapp01"
